Name,DateTime,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,HasName,Year,Month,Weekday,Hour,WeekofYear,DayofMonth,isHoliday,AgeinDays,LifeStage,BernoulliSex,AvgWeight(pounds),SizeScore(1to5),Intelligent,Friendliness,AvgAge,MixType,Hair,BlendedColor,ReducedPattern,ID
,2015-07-15 16:14:00,Cat,Intact Female,3 weeks,Domestic Medium Hair Mix,Tortie,0.0,2015,7,2,16,29,15,True,21.0,Infant,Intact Female,9.0,1.0,3.0,3.0,16.0,Mix,Medium,Not_clear,TriColor,9975
,2014-11-07 12:27:00,Dog,Intact Male,2 months,Australian Cattle Dog Mix,Blue Merle,0.0,2014,11,4,12,45,7,False,62.0,Infant,Intact Male,53.0,3.0,4.0,2.0,13.0,Mix,Short,grey,Merle,9976
,2014-05-05 13:31:00,Cat,Unknown,3 days,Domestic Shorthair Mix,Brown Tabby/White,0.0,2014,5,0,13,19,5,False,3.0,Infant,Intact Male,9.0,1.0,3.0,3.0,15.0,Mix,Short,rosybrown,Tabby,9977
,2013-10-10 11:45:00,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black,0.0,2013,10,3,11,41,10,False,1095.0,Young Adult,Neutered Male,9.0,1.0,3.0,3.0,13.0,Mix,Short,black,Solid,9978
,2013-11-08 15:02:00,Dog,Intact Male,2 months,Labrador Retriever/Rottweiler,Black/Brown,0.0,2013,11,4,15,45,8,False,62.0,Infant,Intact Male,84.0,4.0,4.0,3.0,11.0,Cross,Short,maroon,BiColor,9979
,2013-12-05 17:44:00,Dog,Spayed Female,1 year,Dachshund Mix,Black,0.0,2013,12,3,17,49,5,True,365.0,Puppy/Kitten,Spayed Female,17.0,2.0,2.0,3.0,14.0,Mix,Short,black,Solid,9980
Austin,2014-11-05 15:58:00,Dog,Neutered Male,1 year,Pit Bull Mix,Brown/White,1.0,2014,11,2,15,45,5,False,365.0,Puppy/Kitten,Neutered Male,60.0,4.0,3.0,2.0,12.0,Mix,Short,rosybrown,BiColor,9981
Mamas,2015-06-02 14:36:00,Dog,Spayed Female,3 years,Rat Terrier Mix,White/Black,1.0,2015,6,1,14,23,2,False,1095.0,Young Adult,Spayed Female,24.0,3.0,3.0,3.0,17.0,Mix,Short,grey,BiColor,9982
Butter,2015-08-25 09:54:00,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby,1.0,2015,8,1,9,35,25,True,93.0,Infant,Neutered Male,9.0,1.0,3.0,3.0,12.0,Mix,Short,orange,Tabby,9983
Ray,2014-03-21 17:10:00,Dog,Neutered Male,3 years,Pit Bull/Boxer,Tan/White,1.0,2014,3,4,17,12,21,False,1095.0,Young Adult,Neutered Male,60.0,4.0,4.0,2.0,10.0,Cross,Short,wheat,BiColor,9984
Sassy,2015-02-01 13:02:00,Dog,Spayed Female,1 month,Beagle/German Shepherd,Tricolor,1.0,2015,2,6,13,5,1,True,31.0,Infant,Spayed Female,49.0,3.0,4.0,4.0,14.0,Cross,Short,Not_clear,Solid,9985
Jorge,2013-12-05 16:35:00,Dog,Intact Male,8 years,Pit Bull Mix,Black Brindle,1.0,2013,12,3,16,49,5,True,2920.0,Senior,Intact Male,60.0,4.0,3.0,2.0,12.0,Mix,Long,black,TriColor,9986
Werner,2015-08-07 16:13:00,Dog,Neutered Male,2 years,Border Collie Mix,Blue Merle,1.0,2015,8,4,16,32,7,True,730.0,Young Adult,Neutered Male,38.0,3.0,5.0,3.0,14.0,Mix,Short,grey,Merle,9987
Mona,2014-03-26 17:38:00,Dog,Spayed Female,1 year,Jack Russell Terrier Mix,White/Red,1.0,2014,3,2,17,13,26,False,365.0,Puppy/Kitten,Spayed Female,15.0,2.0,3.0,4.0,14.0,Mix,Short,salmon,BiColor,9988
Niles,2015-08-10 19:08:00,Dog,Neutered Male,4 months,Miniature Pinscher Mix,Tricolor,1.0,2015,8,0,19,33,10,True,124.0,Infant,Neutered Male,10.0,1.0,4.0,3.0,15.0,Mix,Short,Not_clear,Solid,9989
Asad,2014-06-25 17:25:00,Dog,Neutered Male,4 years,Silky Terrier,Gray/Gold,1.0,2014,6,2,17,26,25,False,1460.0,Adult,Neutered Male,9.0,1.0,3.0,3.0,14.0,Pure,Short,yellow,BiColor,9990
Mojo,2014-05-10 16:00:00,Dog,Neutered Male,10 months,Labrador Retriever Mix,White/Brown,1.0,2014,5,5,16,19,10,True,310.0,Puppy/Kitten,Neutered Male,68.0,4.0,5.0,4.0,13.0,Mix,Short,rosybrown,BiColor,9991
,2014-01-21 15:13:00,Cat,Intact Male,1 year,Siamese Mix,Flame Point,0.0,2014,1,1,15,4,21,True,365.0,Puppy/Kitten,Intact Male,9.0,1.0,3.0,3.0,14.0,Mix,Short,orange,Point,9992
Lulu,2015-09-06 14:55:00,Dog,Intact Female,3 years,Toy Poodle Mix,White,1.0,2015,9,6,14,36,6,True,1095.0,Young Adult,Intact Female,8.0,1.0,5.0,4.0,16.0,Mix,Short,white,Solid,9993
Martini,2015-03-18 17:29:00,Dog,Spayed Female,1 month,German Shepherd/Labrador Retriever,Black/White,1.0,2015,3,2,17,12,18,False,31.0,Infant,Spayed Female,69.0,4.0,5.0,4.0,12.0,Cross,Short,grey,BiColor,9994
Champ,2016-01-23 18:55:00,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Orange Tabby,1.0,2016,1,5,18,3,23,True,730.0,Young Adult,Neutered Male,9.0,1.0,3.0,3.0,14.0,Mix,Short,orange,Tabby,9995
Bevo,2013-10-29 17:22:00,Dog,Neutered Male,3 months,Beagle/Chihuahua Longhair,Brown,1.0,2013,10,1,17,44,29,False,93.0,Infant,Neutered Male,17.0,2.0,2.0,4.0,16.0,Cross,Long,brown,Solid,9996
Diamond,2014-08-21 18:06:00,Dog,Spayed Female,6 years,Staffordshire Mix,Red,1.0,2014,8,3,18,34,21,True,2190.0,Adult,Spayed Female,31.0,2.0,2.0,4.0,13.0,Mix,Short,red,Solid,9997
Rocco,2016-02-19 18:55:00,Dog,Neutered Male,2 months,Rottweiler Mix,Tricolor,1.0,2016,2,4,18,7,19,False,62.0,Infant,Neutered Male,100.0,5.0,4.0,2.0,9.0,Mix,Short,Not_clear,Solid,9998
Trixie,2015-05-04 18:26:00,Dog,Spayed Female,2 years,Patterdale Terr Mix,Black/White,1.0,2015,5,0,18,19,4,False,730.0,Young Adult,Spayed Female,24.0,2.0,3.0,3.0,14.0,Mix,Short,grey,BiColor,9999
,2015-06-21 17:52:00,Dog,Intact Male,1 month,Pit Bull Mix,White/Blue,0.0,2015,6,6,17,25,21,True,31.0,Infant,Intact Male,60.0,4.0,3.0,2.0,12.0,Mix,Short,silver,BiColor,10000
Stella,2014-09-01 16:32:00,Cat,Spayed Female,4 months,Domestic Medium Hair Mix,Brown Tabby,1.0,2014,9,0,16,36,1,True,124.0,Infant,Spayed Female,9.0,1.0,3.0,3.0,12.0,Mix,Medium,brown,Tabby,10001
Nala,2013-12-24 10:57:00,Dog,Spayed Female,2 years,Pit Bull Mix,Tan/Black,1.0,2013,12,1,10,52,24,True,730.0,Young Adult,Spayed Female,60.0,4.0,3.0,2.0,12.0,Mix,Short,darkolivegreen,BiColor,10002
,2015-09-16 19:12:00,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Cream Tabby,0.0,2015,9,2,19,38,16,False,7.0,Infant,Intact Female,9.0,1.0,3.0,3.0,14.0,Mix,Short,tan,Tabby,10003
,2015-07-19 09:00:00,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Cream Tabby,0.0,2015,7,6,9,29,19,True,730.0,Young Adult,Neutered Male,9.0,1.0,3.0,3.0,16.0,Mix,Short,tan,Tabby,10004
Cricket,2015-10-05 18:46:00,Dog,Spayed Female,4 years,Yorkshire Terrier Mix,Blue/Tan,1.0,2015,10,0,18,41,5,False,1460.0,Adult,Spayed Female,6.0,1.0,3.0,3.0,14.0,Mix,Short,rosybrown,BiColor,10005
Patch,2015-06-06 18:35:00,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,1.0,2015,6,5,18,23,6,True,62.0,Infant,Neutered Male,9.0,1.0,3.0,3.0,10.0,Mix,Short,grey,BiColor,10006
Sadie,2015-11-29 16:08:00,Dog,Intact Female,6 months,Border Collie Mix,Black/White,1.0,2015,11,6,16,48,29,True,186.0,Puppy/Kitten,Intact Female,38.0,3.0,5.0,3.0,14.0,Mix,Short,grey,BiColor,10007
,2013-12-16 16:22:00,Dog,Neutered Male,5 years,Jack Russell Terrier,White,0.0,2013,12,0,16,51,16,True,1825.0,Adult,Neutered Male,15.0,2.0,3.0,4.0,14.0,Pure,Short,white,Solid,10008
Buffi,2013-10-24 15:00:00,Dog,Intact Female,4 years,Chihuahua Shorthair Mix,Chocolate/White,1.0,2013,10,3,15,43,24,False,1460.0,Adult,Intact Female,6.0,1.0,3.0,3.0,16.0,Mix,Short,rosybrown,BiColor,10009
,2015-03-09 18:40:00,Cat,Unknown,2 days,Domestic Shorthair Mix,Blue,0.0,2015,3,0,18,11,9,False,2.0,Infant,Intact Male,9.0,1.0,3.0,3.0,11.0,Mix,Short,grey,Solid,10010
Rue,2013-11-11 14:33:00,Dog,Spayed Female,1 year,Basenji Mix,Red/White,1.0,2013,11,0,14,46,11,True,365.0,Puppy/Kitten,Spayed Female,23.0,2.0,2.0,2.0,11.0,Mix,Short,salmon,BiColor,10011
Moby,2015-09-25 14:55:00,Dog,Neutered Male,2 years,Weimaraner,Gray,1.0,2015,9,4,14,39,25,False,730.0,Young Adult,Neutered Male,60.0,4.0,4.0,3.0,12.0,Pure,Short,grey,Solid,10012
,2015-06-23 18:05:00,Cat,Neutered Male,2 months,Domestic Longhair Mix,Blue Tabby,0.0,2015,6,1,18,26,23,False,62.0,Infant,Neutered Male,9.0,1.0,3.0,3.0,11.0,Mix,Long,grey,Tabby,10013
Water,2015-10-07 13:58:00,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby,1.0,2015,10,2,13,41,7,False,62.0,Infant,Intact Male,9.0,1.0,3.0,3.0,14.0,Mix,Short,brown,Tabby,10014
,2015-12-17 09:12:00,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White,0.0,2015,12,3,9,51,17,True,62.0,Infant,Spayed Female,9.0,1.0,3.0,3.0,16.0,Mix,Short,grey,BiColor,10015
,2015-06-18 17:27:00,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby,0.0,2015,6,3,17,25,18,False,31.0,Infant,Intact Male,9.0,1.0,3.0,3.0,11.0,Mix,Short,brown,Tabby,10016
Tiger,2015-04-07 18:41:00,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Yellow Brindle,1.0,2015,4,1,18,15,7,False,730.0,Young Adult,Neutered Male,6.0,1.0,3.0,3.0,16.0,Mix,Short,yellow,TriColor,10017
Juno,2015-09-06 15:42:00,Dog,Intact Female,9 years,Yorkshire Terrier,Tan,1.0,2015,9,6,15,36,6,True,3285.0,Senior,Intact Female,6.0,1.0,3.0,3.0,14.0,Pure,Medium,tan,Solid,10018
Zoey,2014-03-28 17:26:00,Dog,Intact Female,2 years,Siberian Husky Mix,Buff/Tan,1.0,2014,3,4,17,13,28,False,730.0,Young Adult,Intact Female,48.0,3.0,2.0,3.0,12.0,Mix,Short,tan,BiColor,10019
Sonia,2013-12-30 13:52:00,Dog,Spayed Female,2 years,Pit Bull Mix,Blue,1.0,2013,12,0,13,1,30,True,730.0,Young Adult,Spayed Female,60.0,4.0,3.0,2.0,12.0,Mix,Short,grey,Solid,10020
,2015-05-02 17:29:00,Dog,Neutered Male,2 years,Beagle/Dachshund,Red/White,0.0,2015,5,5,17,18,2,True,730.0,Young Adult,Neutered Male,21.0,2.0,2.0,3.0,14.0,Cross,Medium,salmon,BiColor,10021
Doughboy,2015-12-06 12:02:00,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Orange Tabby,1.0,2015,12,6,12,49,6,True,14.0,Infant,Intact Male,9.0,1.0,3.0,3.0,12.0,Mix,Short,orange,Tabby,10022
Austin,2013-12-31 15:30:00,Dog,Neutered Male,5 years,Skye Terrier Mix,Sable,1.0,2013,12,1,15,1,31,True,1825.0,Adult,Neutered Male,33.0,2.0,2.0,2.0,13.0,Mix,Short,brown,Solid,10023
Toothless,2015-07-18 18:48:00,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,1.0,2015,7,5,18,29,18,True,62.0,Infant,Neutered Male,9.0,1.0,3.0,3.0,12.0,Mix,Short,black,Solid,10024
Buster,2015-02-28 15:25:00,Cat,Neutered Male,3 years,Domestic Longhair Mix,White/Brown Tabby,1.0,2015,2,5,15,9,28,True,1095.0,Young Adult,Neutered Male,9.0,1.0,3.0,3.0,13.0,Mix,Long,rosybrown,Tabby,10025
Jasper,2014-06-10 13:30:00,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black,1.0,2014,6,1,13,24,10,False,730.0,Young Adult,Neutered Male,9.0,1.0,3.0,3.0,12.0,Mix,Short,black,Solid,10026
Wilbur,2015-01-29 12:01:00,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue/White,1.0,2015,1,3,12,5,29,True,62.0,Infant,Neutered Male,9.0,1.0,3.0,3.0,13.0,Mix,Short,silver,BiColor,10027
Peaches,2015-04-25 18:36:00,Dog,Spayed Female,8 years,Labrador Retriever Mix,Black,1.0,2015,4,5,18,17,25,True,2920.0,Senior,Spayed Female,68.0,4.0,5.0,4.0,13.0,Mix,Short,black,Solid,10028
Brownie,2014-07-30 17:18:00,Dog,Spayed Female,2 years,Pointer/Boxer,Brown/White,1.0,2014,7,2,17,31,30,True,730.0,Young Adult,Spayed Female,60.0,4.0,4.0,3.0,13.0,Cross,Short,rosybrown,BiColor,10029
Jelly,2015-07-18 14:44:00,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Orange Tabby/White,1.0,2015,7,5,14,29,18,True,93.0,Infant,Spayed Female,9.0,1.0,3.0,3.0,14.0,Mix,Short,khaki,Tabby,10030
,2014-09-23 09:00:00,Cat,Intact Female,4 months,Domestic Medium Hair,Black,0.0,2014,9,1,9,39,23,False,124.0,Infant,Intact Female,9.0,1.0,3.0,3.0,12.0,Pure,Medium,black,Solid,10031
Aladar,2015-01-01 17:24:00,Dog,Neutered Male,9 months,Miniature Schnauzer/Border Collie,Black/White,1.0,2015,1,3,17,1,1,True,279.0,Puppy/Kitten,Neutered Male,27.0,2.0,4.0,3.0,14.0,Cross,Short,grey,BiColor,10032
Cora,2015-04-30 14:40:00,Cat,Spayed Female,3 years,Domestic Medium Hair Mix,Black,1.0,2015,4,3,14,18,30,False,1095.0,Young Adult,Spayed Female,9.0,1.0,3.0,3.0,14.0,Mix,Medium,black,Solid,10033
Tybalt,2013-10-12 11:10:00,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Orange Tabby/White,1.0,2013,10,5,11,41,12,True,31.0,Infant,Intact Male,9.0,1.0,3.0,3.0,13.0,Mix,Medium,khaki,Tabby,10034
Milo,2016-01-22 14:54:00,Cat,Neutered Male,7 months,Domestic Shorthair Mix,Blue/White,1.0,2016,1,4,14,3,22,True,217.0,Puppy/Kitten,Neutered Male,9.0,1.0,3.0,3.0,14.0,Mix,Short,silver,BiColor,10035
Zora,2015-06-16 08:43:00,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black,1.0,2015,6,1,8,25,16,False,62.0,Infant,Spayed Female,9.0,1.0,3.0,3.0,10.0,Mix,Short,black,Solid,10036
Sassy,2013-10-31 17:15:00,Dog,Intact Female,16 years,German Shepherd Mix,Black/Tan,1.0,2013,10,3,17,44,31,True,5840.0,Geriatric,Intact Female,70.0,4.0,5.0,3.0,12.0,Mix,Short,darkolivegreen,BiColor,10037
Shadow,2015-07-20 12:41:00,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black/White,1.0,2015,7,0,12,30,20,True,730.0,Young Adult,Neutered Male,68.0,4.0,5.0,4.0,13.0,Mix,Short,grey,BiColor,10038
,2015-06-20 12:30:00,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,0.0,2015,6,5,12,25,20,True,21.0,Infant,Intact Male,9.0,1.0,3.0,3.0,14.0,Mix,Short,brown,Tabby,10039
Frappe,2014-10-12 15:16:00,Dog,Spayed Female,2 years,Pit Bull Mix,Brown/White,1.0,2014,10,6,15,41,12,True,730.0,Young Adult,Spayed Female,60.0,4.0,3.0,2.0,12.0,Mix,Short,rosybrown,BiColor,10040
Monty,2013-12-21 15:42:00,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/Black,1.0,2013,12,5,15,51,21,True,62.0,Infant,Neutered Male,9.0,1.0,3.0,3.0,16.0,Mix,Short,maroon,Tabby,10041
,2015-05-12 11:43:00,Dog,Unknown,1 month,Border Collie Mix,Black/White,0.0,2015,5,1,11,20,12,False,31.0,Infant,Intact Female,38.0,3.0,5.0,3.0,14.0,Mix,Short,grey,BiColor,10042
Paddy,2015-12-08 11:16:00,Dog,Neutered Male,3 years,German Shepherd/Collie Rough,Red/Brown,1.0,2015,12,1,11,50,8,True,1095.0,Young Adult,Neutered Male,54.0,4.0,5.0,4.0,13.0,Cross,Long,firebrick,BiColor,10043
Tigger,2015-07-25 16:38:00,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby,1.0,2015,7,5,16,30,25,True,62.0,Infant,Intact Male,9.0,1.0,3.0,3.0,16.0,Mix,Short,brown,Tabby,10044
,2013-10-16 11:50:00,Cat,Intact Female,2 weeks,Domestic Medium Hair Mix,Blue,0.0,2013,10,2,11,42,16,False,14.0,Infant,Intact Female,9.0,1.0,3.0,3.0,13.0,Mix,Medium,grey,Solid,10045
Barney,2015-12-21 18:05:00,Dog,Neutered Male,2 months,Labrador Retriever/German Shepherd,Sable,1.0,2015,12,0,18,52,21,True,62.0,Infant,Neutered Male,69.0,4.0,5.0,4.0,12.0,Cross,Short,brown,Solid,10046
Tina,2015-02-28 13:02:00,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Tortie,1.0,2015,2,5,13,9,28,True,1460.0,Adult,Spayed Female,9.0,1.0,3.0,3.0,12.0,Mix,Short,Not_clear,TriColor,10047
Sugar,2016-02-06 12:58:00,Dog,Neutered Male,10 years,Maltese Mix,White,1.0,2016,2,5,12,5,6,True,3650.0,Senior,Neutered Male,6.0,1.0,2.0,4.0,17.0,Mix,Short,white,Solid,10048
Chester,2016-01-10 18:30:00,Dog,Neutered Male,10 months,Queensland Heeler Mix,Red Tick,1.0,2016,1,6,18,1,10,True,310.0,Puppy/Kitten,Neutered Male,55.0,1.0,3.0,3.0,13.0,Mix,Medium,red,Solid,10049
Pete,2014-04-24 18:44:00,Dog,Neutered Male,1 year,Labrador Retriever Mix,Cream,1.0,2014,4,3,18,17,24,False,365.0,Puppy/Kitten,Neutered Male,68.0,4.0,5.0,4.0,13.0,Mix,Short,tan,Solid,10050
Mellie,2015-11-21 12:34:00,Dog,Spayed Female,4 years,Labrador Retriever/Boxer,Black/White,1.0,2015,11,5,12,47,21,True,1460.0,Adult,Spayed Female,64.0,4.0,4.0,4.0,11.0,Cross,Short,grey,BiColor,10051
,2015-05-31 18:00:00,Cat,Intact Male,2 years,Domestic Shorthair Mix,Black/White,0.0,2015,5,6,18,22,31,True,730.0,Young Adult,Intact Male,9.0,1.0,3.0,3.0,16.0,Mix,Short,grey,BiColor,10052
,2013-10-09 13:58:00,Cat,Intact Male,4 years,Domestic Shorthair Mix,Black,0.0,2013,10,2,13,41,9,False,1460.0,Adult,Intact Male,9.0,1.0,3.0,3.0,15.0,Mix,Short,black,Solid,10053
Abby,2014-06-08 15:46:00,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Orange Tabby/White,1.0,2014,6,6,15,23,8,True,62.0,Infant,Spayed Female,9.0,1.0,3.0,3.0,17.0,Mix,Medium,khaki,Tabby,10054
Thomas,2015-08-22 15:19:00,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,1.0,2015,8,5,15,34,22,True,62.0,Infant,Neutered Male,9.0,1.0,3.0,3.0,13.0,Mix,Short,khaki,Tabby,10055
Kitty Kitty,2015-01-09 11:14:00,Cat,Spayed Female,8 months,Domestic Shorthair Mix,Torbie,1.0,2015,1,4,11,2,9,True,248.0,Puppy/Kitten,Spayed Female,9.0,1.0,3.0,3.0,12.0,Mix,Short,Not_clear,TriColor,10056
Firecracker,2015-10-21 18:08:00,Dog,Spayed Female,1 year,Pit Bull Mix,White/Black,1.0,2015,10,2,18,43,21,False,365.0,Puppy/Kitten,Spayed Female,60.0,4.0,3.0,2.0,12.0,Mix,Short,grey,BiColor,10057
Wilbur,2016-01-01 14:05:00,Dog,Intact Male,3 months,Chihuahua Shorthair Mix,Tan,1.0,2016,1,4,14,53,1,True,93.0,Infant,Intact Male,6.0,1.0,3.0,3.0,16.0,Mix,Short,tan,Solid,10058
Merlot,2013-10-13 13:42:00,Dog,Neutered Male,10 months,Labrador Retriever Mix,Yellow/White,1.0,2013,10,6,13,41,13,True,310.0,Puppy/Kitten,Neutered Male,68.0,4.0,5.0,4.0,13.0,Mix,Short,khaki,BiColor,10059
,2015-10-02 12:36:00,Cat,Unknown,1 weeks,Domestic Shorthair Mix,White,0.0,2015,10,4,12,40,2,False,7.0,Infant,Intact Female,9.0,1.0,3.0,3.0,16.0,Mix,Short,white,Solid,10060
Elijah,2015-07-02 12:46:00,Dog,Neutered Male,12 years,Miniature Schnauzer Mix,Gray,1.0,2015,7,3,12,27,2,True,4380.0,Geriatric,Neutered Male,16.0,2.0,4.0,3.0,13.0,Mix,Short,grey,Solid,10061
Tinkerbell,2015-05-22 11:25:00,Dog,Unknown,9 years,Chihuahua Shorthair Mix,Brown/Black,1.0,2015,5,4,11,21,22,False,3285.0,Senior,Intact Male,6.0,1.0,3.0,3.0,16.0,Mix,Short,maroon,BiColor,10062
,2014-05-14 18:50:00,Dog,Spayed Female,2 years,Labrador Retriever Mix,Chocolate,0.0,2014,5,2,18,20,14,False,730.0,Young Adult,Spayed Female,68.0,4.0,5.0,4.0,13.0,Mix,Short,brown,Solid,10063
Rico,2015-05-26 00:00:00,Dog,Neutered Male,2 years,Border Collie/Australian Cattle Dog,White/Black,1.0,2015,5,1,0,22,26,False,730.0,Young Adult,Neutered Male,46.0,3.0,4.0,2.0,14.0,Cross,Short,grey,BiColor,10064
,2013-12-12 17:57:00,Dog,Spayed Female,3 months,Beagle/Chihuahua Shorthair,White/Brown,0.0,2013,12,3,17,50,12,True,93.0,Infant,Spayed Female,17.0,2.0,2.0,4.0,16.0,Cross,Short,rosybrown,BiColor,10065
Jazz,2014-04-21 14:10:00,Dog,Spayed Female,7 years,Pit Bull Mix,Brown Brindle/White,1.0,2014,4,0,14,17,21,True,2555.0,Senior,Spayed Female,60.0,4.0,3.0,2.0,12.0,Mix,Short,rosybrown,TriColor,10066
,2014-09-08 18:53:00,Cat,Unknown,5 days,Domestic Shorthair Mix,Blue Tabby,0.0,2014,9,0,18,37,8,False,5.0,Infant,Intact Male,9.0,1.0,3.0,3.0,13.0,Mix,Short,grey,Tabby,10067
Gigi,2015-09-06 15:15:00,Dog,Spayed Female,1 year,Pit Bull Mix,Tan/White,1.0,2015,9,6,15,36,6,True,365.0,Puppy/Kitten,Spayed Female,60.0,4.0,3.0,2.0,12.0,Mix,Short,wheat,BiColor,10068
Dwight,2014-08-09 18:56:00,Cat,Neutered Male,8 years,Siamese Mix,Lynx Point,1.0,2014,8,5,18,32,9,True,2920.0,Senior,Neutered Male,9.0,1.0,3.0,3.0,13.0,Mix,Short,Not_clear,Point,10069
,2015-09-13 12:13:00,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Blue/White,0.0,2015,9,6,12,37,13,True,21.0,Infant,Intact Female,9.0,1.0,3.0,3.0,14.0,Mix,Short,silver,BiColor,10070
,2015-08-30 09:00:00,Cat,Intact Female,4 months,Domestic Medium Hair,Blue Tabby,0.0,2015,8,6,9,35,30,True,124.0,Infant,Intact Female,9.0,1.0,3.0,3.0,10.0,Pure,Medium,grey,Tabby,10071
Andy,2014-02-07 17:05:00,Dog,Neutered Male,2 years,Catahoula/Mastiff,Tricolor,1.0,2014,2,4,17,6,7,False,730.0,Young Adult,Neutered Male,140.0,5.0,2.0,3.0,10.0,Cross,Short,Not_clear,Solid,10072
Joey,2014-07-11 18:03:00,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,1.0,2014,7,4,18,28,11,True,62.0,Infant,Neutered Male,9.0,1.0,3.0,3.0,13.0,Mix,Short,rosybrown,Tabby,10073
,2015-05-17 14:32:00,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Brown,0.0,2015,5,6,14,20,17,True,365.0,Puppy/Kitten,Spayed Female,6.0,1.0,3.0,3.0,16.0,Mix,Short,brown,Solid,10074
,2014-07-31 10:51:00,Dog,Intact Female,5 years,Greyhound,Fawn,0.0,2014,7,3,10,31,31,True,1825.0,Adult,Intact Female,38.0,3.0,2.0,2.0,13.0,Pure,Short,tan,Solid,10075
Chan,2014-09-21 17:23:00,Dog,Neutered Male,7 months,Labrador Retriever/Dalmatian,Black/Brown Brindle,1.0,2014,9,6,17,38,21,True,217.0,Puppy/Kitten,Neutered Male,60.0,4.0,5.0,4.0,12.0,Cross,Short,maroon,TriColor,10076
,2014-07-20 09:00:00,Cat,Unknown,9 months,Domestic Shorthair Mix,Brown Tabby/White,0.0,2014,7,6,9,29,20,True,279.0,Puppy/Kitten,Intact Male,9.0,1.0,3.0,3.0,13.0,Mix,Short,rosybrown,Tabby,10077
Oliver,2015-03-10 18:01:00,Dog,Neutered Male,3 months,Dachshund/English Foxhound,Red/Tan,1.0,2015,3,1,18,11,10,False,93.0,Infant,Neutered Male,34.0,2.0,2.0,3.0,13.0,Cross,Short,tomato,BiColor,10078
Sophie,2014-06-18 12:36:00,Dog,Spayed Female,9 months,Cairn Terrier Mix,Tan,1.0,2014,6,2,12,25,18,False,279.0,Puppy/Kitten,Spayed Female,14.0,1.0,4.0,3.0,15.0,Mix,Short,tan,Solid,10079
,2015-01-02 14:09:00,Cat,Intact Male,6 days,Domestic Shorthair Mix,White,0.0,2015,1,4,14,1,2,True,6.0,Infant,Intact Male,9.0,1.0,3.0,3.0,16.0,Mix,Short,white,Solid,10080
Carlos,2014-08-04 13:29:00,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan/White,1.0,2014,8,0,13,32,4,True,730.0,Young Adult,Neutered Male,6.0,1.0,3.0,3.0,16.0,Mix,Short,wheat,BiColor,10081
Max,2015-08-19 12:06:00,Cat,Neutered Male,3 months,Domestic Medium Hair Mix,Orange Tabby,1.0,2015,8,2,12,34,19,True,93.0,Infant,Neutered Male,9.0,1.0,3.0,3.0,18.0,Mix,Medium,orange,Tabby,10082
Oscar,2014-09-04 18:05:00,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,1.0,2014,9,3,18,36,4,False,62.0,Infant,Neutered Male,9.0,1.0,3.0,3.0,13.0,Mix,Short,brown,Tabby,10083
,2015-06-06 19:06:00,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Brown Tabby/White,0.0,2015,6,5,19,23,6,True,7.0,Infant,Intact Female,9.0,1.0,3.0,3.0,16.0,Mix,Short,rosybrown,Tabby,10084
Dylan,2015-12-07 17:30:00,Dog,Neutered Male,6 months,Great Pyrenees/Labrador Retriever,Red/White,1.0,2015,12,0,17,50,7,True,186.0,Puppy/Kitten,Neutered Male,84.0,4.0,4.0,4.0,12.0,Cross,Short,salmon,BiColor,10085
