OutcomeType,type,HasName,Year,Month,Weekday,Hour,WeekofYear,DayofMonth,isHoliday,AgeInDaysCategorical,LifeStage,BernoulliSex,AvgWeight(pounds),SizeScore(1to5),Intelligent,Friendliness,MixType,Hair,ReducedPattern,BlendedColor
0,0,0,0,4,5,4,12,5,0,13.0,1.0,2,13.0,2.0,0.0,0.0,0,?,2,7.0
0,0,0,2,3,4,4,26,21,1,11.0,3.0,1,3.0,0.0,0.0,0.0,0,?,2,7.0
2,0,0,2,7,4,4,14,22,0,26.0,0.0,0,3.0,1.0,2.0,1.0,0,?,0,3.0
3,1,1,0,7,5,13,50,30,0,13.0,1.0,3,1.0,1.0,1.0,1.0,0,3.0,1,5.0
2,0,0,0,7,4,4,7,18,0,0.0,0.0,1,6.0,1.0,2.0,1.0,0,1.0,0,0.0
2,1,0,2,3,0,4,26,18,1,8.0,2.0,0,1.0,1.0,1.0,1.0,0,3.0,1,5.0
3,0,1,0,9,4,6,29,25,0,14.0,2.0,0,13.0,2.0,0.0,0.0,0,?,0,10.0
3,0,0,0,10,0,3,49,9,0,10.0,0.0,1,27.0,0.0,2.0,0.0,1,?,2,4.0
2,0,0,0,7,5,6,32,24,0,0.0,0.0,0,32.0,1.0,2.0,1.0,1,1.0,0,9.0
2,1,1,2,2,0,4,22,12,1,26.0,0.0,1,1.0,1.0,1.0,1.0,0,1.0,3,?
3,1,0,0,3,5,7,3,11,1,38.0,5.0,0,1.0,1.0,1.0,1.0,0,2.0,1,0.0
0,0,0,2,7,0,6,32,24,0,5.0,3.0,0,30.0,1.0,1.0,0.0,0,?,0,10.0
2,0,1,2,11,6,4,33,20,1,10.0,0.0,1,16.0,2.0,2.0,1.0,0,?,2,1.0
2,0,0,3,0,4,3,2,8,0,9.0,0.0,0,2.0,2.0,2.0,2.0,0,?,2,1.0
3,1,0,2,10,3,7,17,15,0,20.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,3,?
2,1,0,3,2,2,4,45,16,1,14.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,1,5.0
2,1,1,0,4,5,0,23,15,0,8.0,2.0,0,1.0,1.0,1.0,1.0,0,?,4,2.0
2,0,0,0,11,2,4,33,7,1,4.0,2.0,1,19.0,0.0,2.0,1.0,1,?,2,8.0
3,0,0,0,3,3,3,26,8,1,1.0,1.0,2,6.0,1.0,2.0,1.0,0,1.0,2,15.0
3,0,0,0,2,2,3,31,5,1,1.0,1.0,1,56.0,5.0,2.0,1.0,0,?,0,3.0
0,0,0,0,5,4,3,5,20,0,1.0,1.0,1,6.0,1.0,2.0,1.0,0,1.0,2,14.0
1,0,1,0,0,1,6,2,21,1,38.0,5.0,1,0.0,0.0,0.0,0.0,0,?,2,5.0
3,0,0,2,2,5,8,2,24,1,5.0,3.0,0,6.0,1.0,2.0,1.0,0,1.0,0,0.0
0,1,1,2,1,6,1,19,25,0,1.0,1.0,2,1.0,1.0,1.0,1.0,0,1.0,2,8.0
2,0,0,2,8,2,0,30,0,1,11.0,3.0,0,2.0,2.0,2.0,1.0,0,?,3,0.0
2,1,0,3,2,3,9,45,11,1,6.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1,1.0
2,0,0,2,6,6,1,28,7,0,4.0,2.0,1,?,?,?,?,0,?,5,2.0
2,0,0,0,8,1,0,43,17,1,26.0,0.0,1,33.0,5.0,2.0,0.0,0,?,0,4.0
2,0,0,2,4,4,4,23,14,0,1.0,1.0,1,6.0,1.0,2.0,1.0,0,1.0,0,0.0
3,0,0,2,0,5,1,0,27,0,4.0,2.0,0,4.0,0.0,2.0,0.0,1,1.0,0,0.0
0,0,0,2,4,4,3,23,14,0,15.0,5.0,0,64.0,0.0,1.0,4.0,0,?,0,4.0
0,0,0,1,4,0,9,4,1,0,0.0,0.0,2,6.0,1.0,2.0,1.0,0,1.0,0,9.0
2,0,0,0,6,3,6,36,22,0,17.0,3.0,0,3.0,1.0,2.0,1.0,0,?,2,5.0
3,0,0,2,8,4,0,9,9,1,5.0,3.0,2,2.0,2.0,2.0,2.0,2,?,0,2.0
0,0,0,2,6,0,8,48,8,0,13.0,1.0,1,52.0,5.0,4.0,1.0,2,?,3,0.0
0,0,0,2,4,2,6,12,6,1,11.0,3.0,1,2.0,2.0,2.0,1.0,0,?,0,6.0
3,1,1,2,11,6,11,34,9,1,14.0,2.0,2,1.0,1.0,1.0,1.0,0,2.0,1,11.0
3,1,1,2,9,0,0,13,9,0,20.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,2,4.0
2,0,0,3,2,2,0,24,21,1,1.0,1.0,0,52.0,5.0,4.0,1.0,0,?,0,2.0
3,1,0,0,11,2,6,15,21,1,13.0,1.0,0,1.0,1.0,1.0,1.0,0,1.0,1,12.0
3,1,0,2,11,6,3,18,27,1,8.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,2,8.0
1,1,1,2,3,6,3,15,24,1,3.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,3,?
2,1,1,0,3,6,0,46,17,1,8.0,2.0,1,1.0,1.0,1.0,1.0,0,3.0,3,?
2,0,0,0,4,1,6,4,26,1,13.0,1.0,0,31.0,0.0,1.0,0.0,1,?,3,0.0
2,0,0,0,9,6,2,13,21,0,9.0,0.0,0,19.0,0.0,2.0,0.0,1,1.0,0,10.0
2,1,0,2,1,4,0,44,4,0,6.0,2.0,1,1.0,1.0,1.0,1.0,0,?,1,5.0
0,0,0,1,8,1,8,30,4,1,28.0,4.0,1,2.0,2.0,2.0,2.0,0,?,2,5.0
0,0,0,0,2,6,0,2,24,1,36.0,5.0,0,11.0,2.0,0.0,0.0,0,?,2,8.0
2,1,0,2,7,2,4,50,23,1,3.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1,4.0
3,1,0,1,4,5,6,4,0,0,0.0,0.0,0,1.0,1.0,1.0,1.0,0,1.0,1,4.0
1,1,1,0,9,2,6,40,17,1,28.0,4.0,0,1.0,1.0,1.0,1.0,0,1.0,1,5.0
3,1,1,0,7,3,13,35,16,0,1.0,1.0,3,1.0,1.0,1.0,1.0,0,1.0,3,?
3,1,1,3,0,5,0,0,26,0,?,?,3,1.0,1.0,1.0,1.0,0,1.0,1,5.0
3,0,0,0,3,5,1,26,18,1,5.0,3.0,3,6.0,1.0,2.0,1.0,0,1.0,0,0.0
3,1,0,0,3,3,6,26,8,1,3.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,1,5.0
0,1,0,1,8,3,4,41,24,1,15.0,5.0,0,1.0,1.0,1.0,1.0,0,1.0,0,4.0
2,0,0,1,1,2,4,44,14,1,9.0,0.0,1,29.0,5.0,0.0,1.0,0,?,0,4.0
2,1,0,2,6,1,0,36,4,1,8.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,1,2.0
2,0,1,0,3,5,9,15,28,1,6.0,2.0,0,16.0,2.0,2.0,1.0,0,?,0,2.0
1,0,1,2,3,4,12,3,16,1,3.0,2.0,2,6.0,1.0,2.0,1.0,0,1.0,0,10.0
3,1,0,1,8,3,6,41,24,1,26.0,0.0,1,1.0,1.0,1.0,1.0,0,1.0,3,?
0,0,0,1,4,1,4,4,13,1,22.0,4.0,0,6.0,1.0,2.0,1.0,0,1.0,0,10.0
3,1,1,0,10,6,0,39,11,0,35.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,2,8.0
1,1,1,0,0,0,0,0,0,0,0.0,0.0,3,1.0,1.0,1.0,1.0,0,1.0,3,?
3,0,0,0,10,6,6,17,4,0,12.0,4.0,0,11.0,2.0,2.0,1.0,2,?,0,17.0
3,1,1,2,6,0,6,42,15,0,37.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,2,8.0
2,0,1,0,7,6,3,35,10,0,0.0,0.0,0,2.0,2.0,0.0,0.0,1,?,0,0.0
3,1,1,0,10,4,9,17,15,0,7.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,5.0
2,0,1,0,0,5,0,0,3,0,4.0,2.0,1,11.0,2.0,0.0,0.0,0,?,0,3.0
3,1,0,1,1,4,4,1,27,0,0.0,0.0,1,1.0,1.0,1.0,1.0,0,1.0,3,?
2,0,1,2,9,5,4,26,7,0,8.0,2.0,1,44.0,0.0,2.0,0.0,0,?,0,4.0
2,1,0,0,9,5,7,13,9,0,14.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1,5.0
2,0,1,0,8,6,4,43,4,1,13.0,1.0,0,69.0,1.0,1.0,0.0,0,?,2,5.0
3,1,1,2,4,6,2,23,26,0,0.0,0.0,2,1.0,1.0,1.0,1.0,0,2.0,1,0.0
3,1,1,2,7,5,6,50,14,0,20.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,12.0
3,0,0,0,7,1,8,14,15,1,8.0,2.0,0,2.0,2.0,2.0,2.0,0,?,0,10.0
3,1,1,2,11,0,7,18,0,1,7.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,2,7.0
2,0,0,2,3,4,0,46,23,1,26.0,0.0,1,6.0,1.0,2.0,1.0,0,1.0,2,1.0
1,0,0,2,7,5,11,32,25,0,13.0,1.0,0,2.0,2.0,2.0,2.0,0,?,3,0.0
3,1,1,2,9,5,7,29,23,0,7.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,0,4.0
2,0,0,0,10,1,2,38,6,1,1.0,1.0,0,2.0,2.0,2.0,2.0,0,?,0,10.0
3,1,1,2,9,4,8,40,15,0,20.0,2.0,3,1.0,1.0,1.0,1.0,0,3.0,1,20.0
0,0,0,3,0,4,0,0,15,0,11.0,3.0,0,6.0,1.0,2.0,1.0,0,1.0,0,10.0
3,0,1,2,9,3,9,13,10,0,3.0,2.0,2,2.0,2.0,2.0,1.0,1,?,3,4.0
3,0,1,0,6,6,9,48,9,0,14.0,2.0,0,19.0,0.0,2.0,1.0,0,?,0,3.0
2,1,0,2,3,4,14,3,16,1,8.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1,4.0
0,0,0,3,0,2,1,8,1,1,1.0,1.0,1,2.0,2.0,2.0,2.0,1,?,2,4.0
2,1,0,2,5,4,11,7,7,0,8.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,0,4.0
2,0,0,1,1,1,7,1,1,1,1.0,1.0,1,2.0,2.0,2.0,2.0,0,?,0,2.0
2,0,0,0,10,3,0,39,0,0,8.0,2.0,0,20.0,2.0,2.0,1.0,0,?,0,0.0
2,0,0,0,2,2,6,16,15,1,0.0,0.0,0,13.0,2.0,0.0,0.0,2,?,2,5.0
3,1,1,0,3,2,1,26,10,1,7.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,0,2.0
3,0,1,0,7,0,3,14,22,0,0.0,0.0,3,3.0,1.0,2.0,1.0,0,?,2,5.0
3,1,1,0,11,2,9,34,16,1,0.0,0.0,3,1.0,1.0,1.0,1.0,0,1.0,3,?
2,0,1,0,1,1,0,44,14,1,0.0,0.0,1,35.0,5.0,0.0,1.0,0,?,0,0.0
2,1,0,2,3,0,6,46,29,1,28.0,4.0,0,1.0,1.0,1.0,1.0,2,?,2,7.0
2,0,0,2,9,3,7,29,25,0,0.0,0.0,1,18.0,0.0,2.0,1.0,1,?,0,0.0
3,0,0,2,5,4,9,47,26,0,0.0,0.0,0,61.0,0.0,2.0,0.0,1,?,2,?
0,0,0,0,4,6,4,23,13,0,11.0,3.0,0,0.0,0.0,1.0,0.0,2,?,2,?
0,0,0,1,4,5,8,23,14,0,13.0,1.0,0,2.0,2.0,2.0,1.0,0,?,3,5.0
0,0,0,2,11,4,8,34,19,1,28.0,4.0,1,1.0,1.0,2.0,1.0,1,1.0,2,7.0
3,1,1,2,0,5,11,51,13,0,5.0,3.0,2,1.0,1.0,1.0,1.0,0,1.0,1,5.0
2,1,0,2,3,2,0,46,5,1,6.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1,12.0
0,1,0,0,8,4,0,9,8,1,19.0,5.0,0,1.0,1.0,1.0,1.0,0,3.0,1,11.0
2,1,0,0,4,1,4,10,16,1,10.0,0.0,1,1.0,1.0,1.0,1.0,0,1.0,1,5.0
2,1,1,0,9,2,2,13,12,1,8.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1,11.0
2,0,0,2,1,2,3,44,13,1,1.0,1.0,0,52.0,5.0,4.0,1.0,0,?,0,10.0
3,0,0,2,4,6,3,9,7,0,1.0,1.0,0,45.0,0.0,1.0,1.0,2,?,0,10.0
2,1,0,2,9,2,7,11,1,1,19.0,5.0,1,1.0,1.0,1.0,1.0,0,1.0,1,5.0
3,1,1,0,3,5,7,3,11,1,0.0,0.0,2,1.0,1.0,1.0,1.0,0,1.0,0,4.0
1,1,1,2,2,6,7,31,14,1,15.0,5.0,0,1.0,1.0,1.0,1.0,0,?,4,5.0
3,0,0,3,2,3,6,24,18,1,0.0,0.0,3,6.0,1.0,2.0,1.0,0,1.0,0,3.0
2,1,0,1,8,3,7,41,24,1,38.0,5.0,1,1.0,1.0,1.0,1.0,0,1.0,3,?
3,0,0,2,1,0,9,1,12,0,0.0,0.0,3,6.0,1.0,1.0,0.0,0,?,2,7.0
3,1,1,0,5,2,6,5,25,1,2.0,2.0,3,1.0,1.0,1.0,1.0,0,3.0,1,4.0
0,0,0,2,11,6,4,37,13,1,13.0,1.0,1,6.0,1.0,2.0,1.0,0,?,2,1.0
0,0,0,2,7,1,1,35,27,1,17.0,3.0,2,5.0,0.0,1.0,0.0,0,?,2,5.0
1,1,1,3,0,2,0,8,1,1,15.0,5.0,3,1.0,1.0,1.0,1.0,0,1.0,1,4.0
3,1,1,0,3,5,8,3,11,1,3.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,12.0
3,1,0,2,5,0,0,47,4,0,1.0,1.0,3,1.0,1.0,1.0,1.0,0,1.0,1,5.0
3,1,1,0,10,1,2,39,22,1,7.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,1,5.0
2,1,0,2,3,2,6,25,15,1,3.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,1,5.0
2,0,0,0,5,2,9,47,14,1,1.0,1.0,0,30.0,1.0,2.0,1.0,1,1.0,0,3.0
3,1,0,2,1,0,1,27,17,0,1.0,1.0,0,1.0,1.0,1.0,1.0,0,3.0,1,11.0
3,1,0,0,10,6,9,39,11,0,4.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,2,8.0
0,0,0,2,3,4,2,3,16,1,11.0,3.0,1,6.0,1.0,2.0,1.0,0,1.0,0,9.0
2,0,0,0,5,1,0,28,19,1,1.0,1.0,0,39.0,0.0,2.0,0.0,1,1.0,2,8.0
2,1,0,0,11,3,4,37,29,1,8.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,0,4.0
3,0,1,2,5,4,4,28,21,0,4.0,2.0,0,30.0,1.0,1.0,0.0,2,?,5,2.0
3,0,1,1,8,3,1,41,24,1,1.0,1.0,0,3.0,0.0,0.0,0.0,0,?,2,7.0
3,0,0,3,2,6,8,45,8,1,22.0,4.0,0,19.0,0.0,2.0,1.0,0,?,0,9.0
3,1,1,2,9,5,3,29,23,0,3.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,12.0
3,1,1,0,3,5,6,46,29,1,3.0,2.0,2,1.0,1.0,1.0,1.0,0,3.0,2,8.0
2,1,0,2,1,6,14,27,14,0,8.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,0,4.0
0,0,0,0,7,6,6,32,25,1,1.0,1.0,1,7.0,3.0,2.0,1.0,0,?,2,1.0
2,0,1,0,9,1,0,29,28,1,8.0,2.0,0,4.0,0.0,2.0,1.0,1,1.0,2,5.0
2,0,0,0,6,1,4,36,26,1,1.0,1.0,0,30.0,1.0,2.0,1.0,1,1.0,2,1.0
3,1,0,1,8,0,9,43,15,1,6.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,1,5.0
2,0,0,0,0,5,0,52,5,0,10.0,0.0,1,6.0,1.0,2.0,1.0,0,1.0,0,4.0
2,0,0,0,8,0,13,30,27,1,0.0,0.0,1,2.0,2.0,2.0,1.0,0,?,3,0.0
4,1,1,0,8,0,13,45,2,1,33.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,5.0
0,0,0,0,10,1,9,39,22,1,28.0,4.0,1,3.0,0.0,0.0,0.0,0,?,2,7.0
3,1,1,0,11,4,3,34,12,1,7.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,3,?
2,0,0,2,4,0,2,23,15,0,1.0,1.0,0,6.0,1.0,2.0,1.0,0,1.0,2,7.0
2,1,0,2,4,2,6,10,12,1,8.0,2.0,1,1.0,1.0,1.0,1.0,0,?,2,5.0
2,0,0,2,0,4,0,52,25,0,8.0,2.0,0,6.0,1.0,2.0,1.0,0,1.0,0,0.0
3,0,1,0,1,1,1,27,25,1,3.0,2.0,0,4.0,1.0,2.0,1.0,1,1.0,0,11.0
3,1,0,2,7,5,7,32,25,0,7.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,2,8.0
2,1,0,2,9,4,0,29,5,0,11.0,3.0,1,1.0,1.0,1.0,1.0,0,1.0,0,2.0
2,0,0,3,0,6,1,0,4,1,12.0,4.0,1,5.0,0.0,0.0,1.0,0,?,2,?
2,0,1,0,2,4,1,2,7,1,23.0,0.0,1,65.0,0.0,2.0,1.0,1,?,0,4.0
2,1,0,0,7,1,6,7,8,1,3.0,2.0,1,1.0,1.0,1.0,1.0,2,3.0,2,8.0
2,0,0,2,6,1,7,48,11,1,38.0,5.0,1,25.0,5.0,0.0,1.0,0,?,2,15.0
3,1,1,2,9,2,0,40,30,1,3.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,2.0
1,1,0,0,8,6,7,30,11,1,28.0,4.0,1,1.0,1.0,1.0,1.0,0,1.0,3,?
3,1,1,0,9,1,7,29,28,1,20.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,2,8.0
3,1,1,2,1,4,8,19,28,0,1.0,1.0,0,1.0,1.0,1.0,1.0,0,3.0,1,4.0
1,1,1,2,0,0,12,0,3,0,1.0,1.0,2,1.0,1.0,1.0,1.0,0,1.0,0,17.0
2,0,0,1,8,1,6,30,4,1,0.0,0.0,1,2.0,2.0,2.0,2.0,0,?,0,4.0
0,0,0,2,5,6,0,47,1,0,1.0,1.0,0,25.0,2.0,1.0,0.0,0,?,0,0.0
2,0,1,0,8,2,0,43,30,1,8.0,2.0,1,13.0,2.0,0.0,0.0,0,?,2,1.0
3,0,0,2,8,3,7,9,8,1,0.0,0.0,0,11.0,2.0,0.0,0.0,2,?,0,5.0
3,1,1,0,3,6,6,25,22,1,3.0,2.0,2,1.0,1.0,1.0,1.0,2,3.0,0,2.0
3,1,1,0,5,0,2,5,23,0,2.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,5.0
3,1,1,1,4,2,7,19,21,1,9.0,0.0,3,1.0,1.0,1.0,1.0,0,3.0,3,?
3,1,1,2,9,5,7,11,16,0,7.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,3,?
0,0,0,2,11,1,2,37,23,1,8.0,2.0,0,11.0,2.0,0.0,0.0,0,?,2,15.0
3,1,1,2,10,3,10,39,3,0,7.0,2.0,3,1.0,1.0,1.0,1.0,0,2.0,1,0.0
1,1,1,2,3,5,9,25,22,1,3.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,11.0
2,0,0,3,2,4,6,22,22,1,0.0,0.0,0,19.0,0.0,2.0,0.0,1,1.0,2,?
1,1,1,0,1,6,7,44,1,1,17.0,3.0,3,1.0,1.0,1.0,1.0,0,1.0,1,5.0
2,0,1,0,1,0,2,27,29,0,9.0,0.0,1,28.0,5.0,2.0,0.0,0,?,0,3.0
0,0,0,0,8,0,4,43,13,1,1.0,1.0,0,6.0,1.0,1.0,0.0,0,?,2,7.0
2,0,0,2,4,6,8,9,7,0,26.0,0.0,1,6.0,1.0,2.0,1.0,0,1.0,0,4.0
2,1,1,2,9,6,2,11,11,0,0.0,0.0,0,1.0,1.0,1.0,1.0,2,?,1,5.0
2,0,0,0,7,6,1,32,25,1,13.0,1.0,0,79.0,2.0,0.0,0.0,1,?,0,16.0
0,0,0,2,0,4,4,51,14,0,11.0,3.0,3,2.0,2.0,2.0,2.0,0,?,2,5.0
3,1,1,2,7,0,0,50,30,0,2.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,11.0
3,1,0,0,9,3,4,29,24,0,20.0,2.0,2,1.0,1.0,1.0,1.0,0,?,4,12.0
2,0,1,1,8,5,0,9,9,1,0.0,0.0,1,4.0,1.0,2.0,1.0,1,1.0,2,1.0
2,0,0,0,11,4,0,37,17,1,0.0,0.0,0,2.0,2.0,2.0,2.0,0,?,0,10.0
0,0,0,0,8,5,1,9,21,1,11.0,3.0,1,11.0,2.0,0.0,0.0,0,?,2,7.0
3,1,1,0,4,5,0,12,5,0,0.0,0.0,3,1.0,1.0,1.0,1.0,0,1.0,3,?
0,0,0,0,5,4,6,28,9,0,1.0,1.0,0,64.0,0.0,0.0,1.0,0,?,2,1.0
0,0,0,0,4,4,2,23,30,0,1.0,1.0,3,6.0,1.0,2.0,1.0,0,?,0,0.0
1,1,1,0,1,4,0,1,16,0,3.0,2.0,2,1.0,1.0,1.0,1.0,0,?,4,?
2,0,0,0,0,2,0,2,18,1,13.0,1.0,1,48.0,5.0,0.0,0.0,1,?,0,0.0
2,0,0,0,6,1,7,42,23,1,14.0,2.0,1,6.0,1.0,2.0,1.0,0,1.0,2,15.0
0,0,0,2,11,3,0,34,12,1,38.0,5.0,1,6.0,1.0,2.0,1.0,0,1.0,0,3.0
2,1,1,0,8,1,4,30,22,1,14.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,0,2.0
3,1,0,2,3,5,3,3,12,1,6.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,2,8.0
3,1,0,2,6,2,1,6,6,1,2.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,1,5.0
0,1,0,2,3,3,8,15,2,1,22.0,4.0,1,1.0,1.0,1.0,1.0,0,?,4,7.0
0,0,0,2,8,0,0,9,21,1,28.0,4.0,0,2.0,2.0,2.0,2.0,0,?,3,0.0
2,0,1,0,10,6,7,39,11,0,1.0,1.0,1,19.0,0.0,2.0,1.0,0,?,0,0.0
2,0,1,3,0,5,9,0,26,0,8.0,2.0,0,16.0,2.0,2.0,1.0,0,?,0,10.0
2,1,0,3,0,1,4,2,12,1,11.0,3.0,0,1.0,1.0,1.0,1.0,0,1.0,1,11.0
0,0,0,2,4,0,8,12,5,0,13.0,1.0,1,2.0,2.0,2.0,2.0,0,?,0,6.0
2,0,0,2,2,1,9,45,8,1,12.0,4.0,0,65.0,0.0,0.0,0.0,1,?,0,10.0
2,0,0,2,10,3,0,39,3,0,0.0,0.0,1,12.0,0.0,2.0,1.0,0,?,3,0.0
3,0,1,0,5,0,0,7,7,0,1.0,1.0,3,38.0,5.0,0.0,1.0,0,?,2,5.0
3,0,0,2,2,0,6,22,12,1,17.0,3.0,0,13.0,2.0,0.0,0.0,0,?,2,1.0
2,1,0,2,3,2,9,25,15,1,8.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,1,12.0
3,1,1,2,10,5,2,21,28,0,18.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,0,4.0
2,1,0,0,11,6,4,37,15,1,3.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1,12.0
2,0,0,2,8,2,4,41,25,1,10.0,0.0,0,63.0,0.0,2.0,0.0,0,?,2,8.0
2,0,0,2,5,2,8,28,8,1,8.0,2.0,1,3.0,1.0,2.0,1.0,1,?,2,1.0
3,0,0,0,9,6,1,29,23,0,8.0,2.0,0,2.0,2.0,0.0,0.0,1,?,2,?
2,1,1,0,3,1,9,25,30,1,4.0,2.0,1,1.0,1.0,1.0,1.0,0,3.0,1,0.0
0,0,0,2,0,6,9,0,16,0,17.0,3.0,2,3.0,0.0,0.0,0.0,0,?,2,4.0
3,1,0,2,4,6,10,9,7,0,26.0,0.0,0,1.0,1.0,1.0,1.0,0,1.0,1,0.0
3,0,0,0,0,4,9,0,1,0,0.0,0.0,1,27.0,0.0,0.0,0.0,0,?,0,10.0
2,1,0,2,11,2,7,15,18,1,0.0,0.0,1,1.0,1.0,1.0,1.0,0,1.0,3,?
3,1,1,0,5,4,6,5,20,0,2.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,0,4.0
2,0,0,1,1,5,8,44,4,0,13.0,1.0,0,3.0,0.0,0.0,0.0,0,?,2,7.0
2,1,0,0,6,1,2,6,7,1,4.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,2,8.0
2,1,0,0,10,1,4,39,22,1,8.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,0,4.0
0,0,0,2,10,1,6,39,1,1,11.0,3.0,0,11.0,2.0,0.0,0.0,2,?,0,9.0
3,1,1,2,8,6,7,41,17,1,0.0,0.0,2,1.0,1.0,1.0,1.0,0,1.0,1,0.0
3,0,0,1,8,6,6,30,16,1,0.0,0.0,0,19.0,0.0,2.0,1.0,0,?,0,0.0
2,1,0,0,9,6,0,26,7,0,8.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,1,5.0
3,1,1,2,11,0,3,33,25,1,24.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,1,11.0
3,0,0,0,8,6,3,9,18,1,17.0,3.0,0,13.0,2.0,0.0,0.0,0,?,2,8.0
3,1,0,0,9,1,6,11,4,1,8.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,3,?
3,0,1,0,6,6,6,6,20,0,17.0,3.0,0,19.0,0.0,2.0,1.0,0,?,2,15.0
2,1,0,0,4,0,12,23,14,0,8.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,0,4.0
3,1,1,0,8,0,1,41,20,1,7.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,1.0
3,1,1,0,1,6,4,44,1,1,7.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,0,4.0
3,1,0,0,8,6,6,41,29,1,30.0,5.0,1,1.0,1.0,1.0,1.0,0,1.0,1,0.0
3,1,0,0,0,1,8,0,26,1,1.0,1.0,0,1.0,1.0,1.0,1.0,0,1.0,1,2.0
0,0,0,2,8,0,7,9,21,1,5.0,3.0,0,11.0,2.0,0.0,0.0,0,?,0,16.0
0,0,1,0,4,4,4,4,1,0,0.0,0.0,1,5.0,0.0,0.0,1.0,0,?,0,10.0
3,0,0,0,11,1,3,33,2,1,11.0,3.0,0,25.0,5.0,0.0,1.0,0,?,0,17.0
3,0,0,3,0,1,1,2,12,1,6.0,2.0,3,65.0,0.0,0.0,0.0,1,?,0,0.0
2,0,0,2,11,6,0,34,9,1,10.0,0.0,1,29.0,5.0,0.0,1.0,0,?,0,4.0
2,0,0,0,5,3,9,20,3,0,13.0,1.0,0,2.0,2.0,2.0,2.0,0,?,0,4.0
2,1,0,0,11,3,0,15,18,1,8.0,2.0,0,1.0,1.0,1.0,1.0,0,3.0,1,5.0
2,0,1,0,1,5,4,44,22,0,6.0,2.0,1,25.0,5.0,0.0,1.0,0,?,5,4.0
3,0,0,0,0,5,7,8,8,0,13.0,1.0,0,2.0,2.0,2.0,2.0,1,?,0,10.0
1,1,1,2,7,5,4,14,0,0,19.0,5.0,3,1.0,1.0,1.0,1.0,0,3.0,2,8.0
2,0,0,0,8,5,5,9,21,1,13.0,1.0,1,20.0,2.0,2.0,1.0,0,?,0,0.0
3,1,1,0,5,5,7,28,18,0,1.0,1.0,3,1.0,1.0,1.0,1.0,0,1.0,1,1.0
3,0,1,0,5,0,6,20,16,0,1.0,1.0,0,6.0,1.0,2.0,1.0,0,1.0,2,8.0
